GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,NAME,AGE_VA,OBP,OPS,BARREL,BARREL%
2019,79290,21,41,35,0.171,6,0,9,0.257,0,5,13,0,1,3,국해성,29,0.292682927,0.549682927,1.0,0.02857
2019,79300,69,32,30,0.267,8,0,10,0.333,0,2,7,0,0,1,김지수,32,0.3125,0.6455,,
2019,79334,119,413,372,0.247,92,7,128,0.344,5,27,77,0,9,14,장영석,29,0.309927361,0.653927361,3.0,0.00806
2019,79364,10,21,20,0.2,4,1,7,0.35,0,0,7,0,0,1,김종민,33,0.2,0.55,,
2019,79365,112,361,317,0.297,94,10,141,0.445,1,34,56,0,2,10,박동원,29,0.367231638,0.812231638,8.0,0.02524
2019,79402,129,543,468,0.271,127,5,166,0.355,4,50,67,1,15,14,김상수,29,0.357541899,0.712541899,4.0,0.00855
2019,79456,106,331,308,0.282,87,1,97,0.315,1,15,28,1,1,14,이지영,33,0.316923077,0.631923077,1.0,0.00325
2019,79465,30,80,71,0.225,16,0,17,0.239,1,6,15,0,2,0,배영섭,33,0.3,0.539,,
2019,79530,18,49,44,0.136,6,0,8,0.182,1,2,15,0,0,3,양종민,28,0.170212766,0.352212766,0.0,0.0
2019,79608,105,408,362,0.315,114,5,149,0.412,5,40,37,1,1,9,안치홍,29,0.379901961,0.791901961,3.0,0.00829
2019,79705,58,117,104,0.231,24,3,37,0.356,1,11,24,0,0,1,김회성,33,0.301724138,0.657724138,1.0,0.00962
2020,50054,66,77,69,0.203,14,0,17,0.246,0,7,15,0,1,0,천성호,22,0.285714286,0.531714286,0.0,0.0
2020,50066,26,32,30,0.2,6,1,11,0.367,0,2,11,0,0,1,강현우,19,0.25,0.617,1.0,0.03333
2020,50150,23,31,30,0.367,11,0,13,0.433,0,1,6,0,0,2,손호영,25,0.387096774,0.820096774,,
2020,50165,117,494,431,0.278,120,38,255,0.592,4,55,136,5,4,7,라모스,25,0.362348178,0.954348178,36.0,0.08353
2020,50202,68,41,37,0.27,10,0,10,0.27,1,2,5,0,0,1,안권수,27,0.3,0.57,1.0,0.02703
2020,50293,17,26,22,0.227,5,0,5,0.227,0,3,2,0,1,0,양찬열,23,0.346153846,0.573153846,,
2020,50300,10,37,35,0.114,4,1,7,0.2,1,1,10,0,0,0,모터,30,0.135135135,0.335135135,1.0,0.02857
2020,50350,65,271,244,0.254,62,2,82,0.336,3,22,37,1,2,6,러셀,26,0.317343173,0.653343173,2.0,0.0082
2020,50357,13,25,24,0.25,6,0,8,0.333,0,1,10,0,0,0,박주홍,19,0.28,0.613,0.0,0.0
2020,50458,135,287,254,0.232,59,1,69,0.272,2,24,44,0,2,1,김지찬,19,0.30141844,0.57341844,,
2020,50468,44,163,132,0.28,37,6,63,0.477,1,23,41,0,7,3,살라디노,30,0.411042945,0.888042945,5.0,0.03788
2020,50469,51,217,196,0.209,41,8,72,0.367,3,18,58,0,0,5,팔카,28,0.271889401,0.638889401,5.0,0.02551
2020,50506,144,560,486,0.28,136,12,205,0.422,8,54,60,2,8,20,마차도,28,0.356115108,0.778115108,8.0,0.01646
2020,50600,40,88,80,0.25,20,0,23,0.288,1,4,13,0,0,1,홍종표,20,0.282352941,0.570352941,,
2020,50704,52,119,108,0.231,25,1,33,0.306,0,9,38,0,1,2,임종찬,18,0.296610169,0.602610169,3.0,0.02778
2020,50707,47,135,127,0.236,30,0,30,0.236,2,4,34,0,1,3,최인호,20,0.26119403,0.49719403,1.0,0.00787
2020,50709,30,64,61,0.279,17,1,23,0.377,0,3,17,0,0,2,박정현,18,0.3125,0.6895,,
2020,50730,74,319,283,0.265,75,9,121,0.428,2,27,81,1,7,4,반즈,34,0.34169279,0.76969279,8.0,0.02827
2020,50854,127,520,466,0.258,120,1,152,0.326,3,38,80,0,5,4,최지훈,22,0.318359375,0.644359375,0.0,0.0
2020,50923,136,546,482,0.278,134,31,261,0.541,6,46,149,3,12,10,알테어,29,0.351648352,0.892648352,27.0,0.05602
2020,60288,45,85,76,0.224,17,0,18,0.237,0,5,22,0,1,1,김응민,28,0.280487805,0.517487805,0.0,0.0
2020,60343,70,135,119,0.269,32,3,46,0.387,2,9,23,0,4,6,이해창,33,0.335820896,0.722820896,0.0,0.0
2020,60523,111,476,410,0.295,121,11,175,0.427,4,56,85,0,4,8,정훈,32,0.38185654,0.80885654,11.0,0.02683
2020,60558,94,258,234,0.274,64,5,93,0.397,0,13,47,0,7,6,오태곤,28,0.330708661,0.727708661,1.0,0.00427
2020,60566,82,65,61,0.131,8,0,9,0.148,0,3,5,0,0,2,이상호,31,0.171875,0.319875,,
2020,61102,137,478,429,0.261,112,16,178,0.415,2,32,84,1,13,18,유강남,27,0.329831933,0.744831933,16.0,0.0373
2020,61186,89,359,312,0.256,80,3,104,0.333,6,35,44,0,4,7,이천웅,31,0.333333333,0.666333333,4.0,0.01282
2020,61197,58,118,101,0.297,30,1,36,0.356,1,13,16,0,2,3,최영진,32,0.384615385,0.740615385,1.0,0.0099
2020,61204,82,73,68,0.221,15,0,20,0.294,0,5,8,0,0,2,김동한,32,0.273972603,0.567972603,,
2020,61208,113,326,282,0.277,78,2,100,0.355,2,29,50,1,3,5,정진호,31,0.348101266,0.703101266,3.0,0.01064
2020,61353,92,288,272,0.283,77,3,101,0.371,1,14,55,0,1,3,고종욱,31,0.319444444,0.690444444,3.0,0.01103
2020,61404,97,283,254,0.248,63,3,80,0.315,3,22,31,0,3,7,김헌곤,31,0.312056738,0.627056738,1.0,0.00394
2020,61554,36,85,74,0.284,21,1,30,0.405,0,8,16,0,2,2,김민하,31,0.369047619,0.774047619,1.0,0.01351
2020,61566,60,95,84,0.179,15,1,22,0.262,0,8,29,0,1,4,허일,27,0.258064516,0.520064516,1.0,0.0119
2020,61700,94,238,193,0.228,44,4,65,0.337,2,35,64,0,3,2,강경학,27,0.35193133,0.68893133,1.0,0.00518
2020,61743,70,161,148,0.27,40,3,56,0.378,1,11,34,1,1,1,오준혁,28,0.322981366,0.700981366,0.0,0.0
2020,61869,50,140,126,0.238,30,2,42,0.333,2,7,34,1,1,2,정진기,27,0.279411765,0.612411765,2.0,0.01587
2020,62025,73,146,132,0.258,34,4,55,0.417,1,11,26,1,0,3,이원재,31,0.3125,0.7295,6.0,0.04545
2020,62234,25,51,42,0.381,16,1,22,0.524,2,1,6,0,5,3,류지혁,26,0.44,0.964,2.0,0.04762
2020,62244,124,423,360,0.269,97,4,131,0.364,7,35,45,0,12,7,박세혁,30,0.347826087,0.711826087,8.0,0.02222
2020,62265,126,456,391,0.246,96,8,143,0.366,4,53,80,1,6,14,유민상,31,0.341409692,0.707409692,17.0,0.04348
2020,62353,86,47,43,0.186,8,0,10,0.233,0,2,14,0,2,0,박정음,31,0.255319149,0.488319149,0.0,0.0
2020,62356,54,111,101,0.208,21,1,28,0.277,1,5,24,0,1,3,김규민,27,0.25,0.527,0.0,0.0
2020,62404,118,510,446,0.307,137,15,213,0.478,4,51,91,3,8,4,구자욱,27,0.385068762,0.863068762,16.0,0.03587
2020,62409,51,116,96,0.219,21,1,29,0.302,2,15,22,1,1,2,박찬도,31,0.324561404,0.626561404,1.0,0.01042
2020,62415,132,541,489,0.29,142,11,203,0.415,3,39,77,1,3,7,박해민,30,0.344569288,0.759569288,3.0,0.00613
2020,62556,81,123,106,0.217,23,2,30,0.283,1,14,22,0,1,3,신본기,31,0.31147541,0.59447541,0.0,0.0
2020,62558,128,369,306,0.225,69,5,100,0.327,3,56,64,0,1,5,김준태,25,0.344262295,0.671262295,4.0,0.01307
2020,62700,72,281,262,0.286,75,2,92,0.351,2,13,66,0,2,3,하주석,26,0.322580645,0.673580645,1.0,0.00382
2020,62802,97,128,110,0.264,29,1,39,0.355,1,11,37,0,4,1,박승욱,27,0.349206349,0.704206349,0.0,0.0
2020,62864,69,238,211,0.251,53,2,67,0.318,2,17,28,0,2,3,김민식,31,0.310344828,0.628344828,3.0,0.01422
2020,62884,47,155,132,0.265,35,2,44,0.333,1,21,27,1,1,3,최항,26,0.367741935,0.700741935,2.0,0.01515
2020,62895,62,231,193,0.249,48,15,98,0.508,2,30,49,1,6,8,한동민,30,0.363636364,0.871636364,11.0,0.05699
2020,62907,126,530,467,0.345,161,8,222,0.475,10,36,48,2,15,12,박민우,27,0.401515152,0.876515152,6.0,0.01285
2020,62908,25,73,70,0.243,17,0,20,0.286,0,3,10,0,0,3,황윤호,26,0.273972603,0.559972603,1.0,0.01429
2020,62925,121,432,395,0.309,122,12,183,0.463,6,20,46,0,9,11,강진성,26,0.351162791,0.814162791,7.0,0.01772
2020,62931,132,484,427,0.274,117,20,205,0.48,0,49,106,3,5,8,노진혁,30,0.355509356,0.835509356,20.0,0.04684
2020,62934,104,225,195,0.221,43,8,73,0.374,2,17,40,0,4,0,김성욱,27,0.293577982,0.667577982,8.0,0.04103
2020,62947,130,584,525,0.324,170,34,313,0.596,1,49,148,2,9,6,나성범,30,0.390410959,0.986410959,29.0,0.05524
2020,63202,23,22,20,0.25,5,0,8,0.4,0,1,6,0,1,2,장승현,26,0.318181818,0.718181818,0.0,0.0
2020,63257,77,110,84,0.202,17,1,25,0.298,1,21,13,0,2,3,김인태,26,0.37037037,0.66837037,0.0,0.0
2020,63260,48,67,59,0.203,12,0,13,0.22,0,6,11,0,2,2,이우성,25,0.298507463,0.518507463,2.0,0.0339
2020,63440,49,132,125,0.24,30,3,40,0.32,1,6,29,0,0,5,이흥련,31,0.272727273,0.592727273,3.0,0.024
2020,63450,89,128,112,0.152,17,2,27,0.241,0,11,34,0,2,3,정현,26,0.24,0.481,1.0,0.00893
2020,63559,27,19,16,0.188,3,0,4,0.25,0,1,4,0,2,0,백동훈,29,0.315789474,0.565789474,0.0,0.0
2020,63634,49,96,84,0.19,16,3,27,0.321,1,6,26,0,3,3,이홍구,29,0.265957447,0.586957447,1.0,0.0119
2020,63700,24,29,27,0.148,4,1,8,0.296,0,2,9,0,0,0,장운호,26,0.206896552,0.502896552,1.0,0.03704
2020,63703,13,24,20,0.15,3,0,3,0.15,0,2,8,0,0,2,박한결,25,0.227272727,0.377272727,,
2020,63704,100,330,291,0.251,73,1,92,0.316,1,34,64,2,2,2,노수광,29,0.332317073,0.648317073,0.0,0.0
2020,63722,83,262,226,0.226,51,9,84,0.372,0,21,58,0,6,7,한승택,26,0.308300395,0.680300395,4.0,0.0177
2020,63920,45,75,65,0.215,14,1,18,0.277,0,10,9,0,0,3,김준완,29,0.32,0.597,1.0,0.01538
2020,63963,123,426,346,0.26,90,12,142,0.41,5,58,72,0,11,6,권희동,29,0.378571429,0.788571429,11.0,0.03179
2020,64004,108,249,222,0.239,53,5,77,0.347,1,22,42,0,2,4,김민혁,24,0.311740891,0.658740891,1.0,0.0045
2020,64006,144,535,476,0.235,112,3,143,0.3,4,37,98,0,2,7,심우준,25,0.290944123,0.590944123,2.0,0.0042
2020,64007,74,172,154,0.26,40,8,71,0.461,2,11,43,0,2,4,문상철,29,0.313609467,0.774609467,5.0,0.03247
2020,64012,114,51,41,0.195,8,1,14,0.341,1,5,13,0,1,0,송민섭,28,0.291666667,0.632666667,,
2020,64014,29,22,21,0.143,3,1,6,0.286,1,0,7,0,0,0,김병희,29,0.136363636,0.422363636,1.0,0.04762
2020,64115,46,68,60,0.217,13,1,19,0.317,1,6,7,0,0,2,장준원,24,0.28358209,0.60058209,1.0,0.01667
2020,64153,40,132,118,0.246,29,3,43,0.364,0,10,25,0,2,1,양석환,28,0.315384615,0.679384615,1.0,0.00847
2020,64166,144,615,533,0.289,154,13,224,0.42,4,68,142,0,5,9,배정대,25,0.372131148,0.792131148,11.0,0.02064
2020,64209,29,36,31,0.161,5,0,7,0.226,0,3,15,0,2,0,정기훈,25,0.277777778,0.503777778,,
2020,64213,28,49,44,0.295,13,0,15,0.341,0,4,8,0,0,2,최용제,28,0.354166667,0.695166667,0.0,0.0
2020,64260,56,110,105,0.286,30,0,35,0.333,1,3,16,0,0,2,김경호,24,0.302752294,0.635752294,,
2020,64266,62,154,139,0.281,39,5,61,0.439,2,11,38,0,0,3,이성곤,28,0.328947368,0.767947368,6.0,0.04317
2020,64300,138,622,533,0.306,163,30,279,0.523,3,75,68,3,8,12,김하성,24,0.397415186,0.920415186,20.0,0.03752
2020,64346,12,41,37,0.27,10,0,14,0.378,0,4,10,1,0,1,임병욱,24,0.341463415,0.719463415,0.0,0.0
2020,64407,65,138,118,0.322,38,1,46,0.39,0,16,19,0,3,1,김호재,25,0.416058394,0.806058394,,
2020,64468,80,175,164,0.195,32,3,48,0.293,1,7,42,0,0,3,박계범,24,0.226744186,0.519744186,1.0,0.0061
2020,64469,32,50,47,0.277,13,1,21,0.447,0,2,6,0,1,4,송준석,26,0.32,0.767,0.0,0.0
2020,64504,63,197,168,0.298,50,4,71,0.423,2,24,47,0,2,2,오윤석,28,0.387755102,0.810755102,3.0,0.01786
2020,64560,22,99,88,0.33,29,0,39,0.443,0,10,17,0,1,2,이창진,29,0.404040404,0.847040404,1.0,0.01136
2020,64610,34,122,105,0.305,32,1,38,0.362,1,11,24,0,0,3,강한울,28,0.367521368,0.729521368,1.0,0.00952
2020,64646,141,531,480,0.223,107,3,132,0.275,3,36,87,0,0,14,박찬호,25,0.275529865,0.550529865,4.0,0.00833
2020,64657,128,443,347,0.245,85,5,115,0.331,3,65,120,0,19,4,박준태,28,0.389400922,0.720400922,6.0,0.01729
2020,64704,55,113,102,0.216,22,0,28,0.275,0,7,31,0,3,0,노태형,25,0.285714286,0.560714286,,
2020,64793,17,26,23,0.174,4,0,4,0.174,0,2,6,0,0,0,김민수,29,0.24,0.414,0.0,0.0
2020,64868,132,482,409,0.296,121,0,136,0.333,2,64,83,1,2,6,조용호,30,0.392033543,0.725033543,,
2020,64890,28,25,24,0.25,6,1,10,0.417,0,1,7,0,0,2,유서준,24,0.28,0.697,1.0,0.04167
2020,64906,81,120,107,0.224,24,0,27,0.252,0,7,20,0,0,0,강민국,28,0.271929825,0.523929825,,
2020,64984,82,280,263,0.236,62,1,72,0.274,1,13,45,0,1,2,김태진,24,0.273381295,0.547381295,1.0,0.0038
2020,65109,27,39,28,0.25,7,0,8,0.286,0,4,8,0,1,0,백승현,25,0.363636364,0.649636364,,
2020,65207,68,32,26,0.308,8,0,9,0.346,0,4,4,0,0,1,신민재,24,0.4,0.746,,
2020,65399,111,360,314,0.268,84,10,126,0.401,1,40,73,0,2,7,허정협,30,0.352941176,0.753941176,6.0,0.01911
2020,65464,38,59,56,0.196,11,1,15,0.268,0,2,15,0,0,0,최정용,23,0.224137931,0.492137931,1.0,0.01786
2020,65503,14,26,25,0.16,4,1,7,0.28,0,1,7,0,0,0,김지수,23,0.192307692,0.472307692,,
2020,65506,68,133,116,0.259,30,1,34,0.293,0,12,35,0,3,2,김재유,27,0.34351145,0.63651145,1.0,0.00862
2020,65515,16,26,21,0.19,4,0,4,0.19,0,4,6,0,1,0,강로한,28,0.346153846,0.536153846,0.0,0.0
2020,65586,119,402,359,0.237,85,8,128,0.357,2,37,100,0,2,7,전병우,27,0.31,0.667,11.0,0.03064
2020,65610,63,138,116,0.276,32,4,48,0.414,1,21,29,0,0,5,황대인,24,0.384057971,0.798057971,4.0,0.03448
2020,65653,89,159,138,0.232,32,4,53,0.384,1,14,55,0,3,2,김호령,28,0.314102564,0.698102564,5.0,0.03623
2020,65703,14,25,24,0.208,5,0,6,0.25,0,1,6,0,0,0,이도윤,23,0.24,0.49,,
2020,65869,58,109,101,0.178,18,2,26,0.257,0,4,30,0,2,4,이현석,28,0.224299065,0.481299065,,
2020,65898,73,235,207,0.275,57,8,94,0.454,3,17,65,1,3,6,김웅빈,24,0.334782609,0.788782609,5.0,0.02415
2020,66052,35,72,66,0.197,13,1,17,0.258,0,6,22,0,0,2,남태혁,29,0.263888889,0.521888889,1.0,0.01515
2020,66108,135,507,408,0.279,114,5,170,0.417,3,83,87,1,10,8,홍창기,26,0.410714286,0.827714286,9.0,0.02206
2020,66113,69,112,103,0.243,25,2,36,0.35,0,7,14,0,2,2,김호은,28,0.303571429,0.653571429,3.0,0.02913
2020,66203,40,29,25,0.24,6,0,8,0.32,1,3,7,0,0,0,서예일,27,0.310344828,0.630344828,,
2020,66209,44,40,38,0.263,10,0,10,0.263,0,2,6,0,0,0,조수행,26,0.3,0.563,,
2020,66354,63,101,84,0.19,16,0,20,0.238,1,13,26,0,0,0,주효상,22,0.295918367,0.533918367,0.0,0.0
2020,66409,98,245,216,0.181,39,10,78,0.361,2,18,64,0,5,7,이성규,26,0.257261411,0.618261411,10.0,0.0463
2020,66606,123,412,359,0.326,117,2,151,0.421,5,33,35,0,6,1,최원준,23,0.387096774,0.808096774,2.0,0.00557
2020,66614,103,182,157,0.178,28,3,41,0.261,0,13,40,0,1,1,김규성,23,0.245614035,0.506614035,4.0,0.02548
2020,66657,32,27,22,0.227,5,0,6,0.273,0,5,9,0,0,1,이진영,22,0.37037037,0.64337037,0.0,0.0
2020,66702,37,39,38,0.105,4,0,4,0.105,0,0,14,0,1,0,이동훈,23,0.128205128,0.233205128,,
2020,66706,19,37,32,0.156,5,0,7,0.219,0,5,6,0,0,0,장진혁,26,0.27027027,0.48927027,0.0,0.0
2020,66707,38,47,46,0.217,10,0,13,0.283,0,0,16,0,1,1,박상언,23,0.234042553,0.517042553,,
2020,66838,115,451,413,0.312,129,20,210,0.508,4,29,79,0,4,14,김동엽,29,0.36,0.868,14.0,0.0339
2020,66917,56,72,64,0.297,19,0,25,0.391,1,4,11,0,1,0,김찬형,22,0.342857143,0.733857143,0.0,0.0
2020,66928,32,51,46,0.152,7,0,11,0.239,0,2,17,0,3,2,박준영,22,0.235294118,0.474294118,1.0,0.02174
2020,67025,142,628,550,0.349,192,47,374,0.68,8,65,132,5,5,11,로하스,30,0.417197452,1.097197452,41.0,0.07455
2020,67207,101,108,89,0.258,23,0,27,0.303,1,14,25,0,2,2,이유찬,21,0.367924528,0.670924528,,
2020,67304,142,553,499,0.285,142,7,199,0.399,4,46,94,0,2,6,김혜성,21,0.344827586,0.743827586,11.0,0.02204
2020,67341,140,617,544,0.333,181,15,285,0.524,8,59,47,6,4,16,이정후,21,0.396747967,0.920747967,21.0,0.0386
2020,67872,139,586,485,0.282,137,32,265,0.546,4,91,116,5,6,5,로맥,34,0.399317406,0.945317406,29.0,0.05979
2020,67893,41,112,99,0.242,24,2,32,0.323,0,11,21,0,1,1,박성한,22,0.324324324,0.647324324,1.0,0.0101
2020,68050,129,574,500,0.33,165,23,272,0.544,3,66,93,9,5,7,강백호,20,0.411149826,0.955149826,23.0,0.046
2020,68106,16,22,20,0.05,1,0,1,0.05,0,2,11,0,0,0,이재원,20,0.136363636,0.186363636,,
2020,68204,55,57,50,0.26,13,0,15,0.3,2,3,15,0,0,0,권민석,21,0.290909091,0.590909091,,
2020,68305,35,64,62,0.274,17,1,25,0.403,1,1,20,0,0,2,변상권,23,0.28125,0.68425,1.0,0.01613
2020,68362,13,28,24,0.125,3,0,3,0.125,0,4,8,0,0,0,추재현,21,0.25,0.375,0.0,0.0
2020,68518,85,152,133,0.15,20,0,22,0.165,1,11,32,0,1,7,정보근,20,0.219178082,0.384178082,1.0,0.00752
2020,68525,135,531,461,0.278,128,17,201,0.436,3,57,97,0,5,15,한동희,21,0.36121673,0.79721673,11.0,0.02386
2020,68730,34,134,124,0.194,24,4,40,0.323,0,9,34,0,1,4,호잉,31,0.253731343,0.576731343,2.0,0.01613
2020,68743,79,303,254,0.248,63,3,85,0.335,1,41,41,0,5,4,정은원,20,0.362126246,0.697126246,1.0,0.00394
2020,68868,66,207,182,0.236,43,3,56,0.308,1,19,28,0,0,3,최준우,21,0.306930693,0.614930693,,
2020,68912,44,82,72,0.306,22,3,32,0.444,0,10,21,0,0,1,김형준,20,0.390243902,0.834243902,3.0,0.04167
2020,69100,125,98,86,0.163,14,1,19,0.221,0,7,18,0,2,2,구본혁,23,0.242105263,0.463105263,1.0,0.01163
2020,69209,144,668,586,0.34,199,21,291,0.497,11,58,42,1,13,26,페르난데스,32,0.404191617,0.901191617,20.0,0.03413
2020,69306,39,50,43,0.233,10,1,16,0.372,0,4,10,0,2,0,김주형,24,0.326530612,0.698530612,1.0,0.02326
2020,69403,7,24,23,0.13,3,0,3,0.13,0,1,5,0,0,1,양우현,20,0.166666667,0.296666667,,
2020,69418,91,196,182,0.258,47,1,61,0.335,0,7,32,0,3,4,박승규,19,0.296875,0.631875,1.0,0.00549
2020,69442,34,49,41,0.22,9,0,11,0.268,2,5,16,0,0,0,김도환,20,0.291666667,0.559666667,0.0,0.0
2020,69453,64,243,206,0.228,47,4,70,0.34,5,26,58,1,2,3,이학주,29,0.313807531,0.653807531,2.0,0.00971
2020,69636,59,73,67,0.239,16,4,28,0.418,0,3,26,0,3,2,오선우,23,0.301369863,0.719369863,4.0,0.0597
2020,69652,142,631,542,0.306,166,32,302,0.557,4,76,67,3,9,12,터커,30,0.3977813,0.9547813,22.0,0.04059
2020,69705,25,52,50,0.22,11,0,15,0.3,0,0,22,0,2,0,조한민,19,0.25,0.55,1.0,0.02
2020,69737,106,387,346,0.22,76,12,134,0.387,1,33,116,1,6,8,노시환,19,0.297927461,0.684927461,16.0,0.04624
2020,69766,30,46,42,0.167,7,0,8,0.19,0,4,18,0,0,0,유장혁,20,0.239130435,0.429130435,0.0,0.0
2020,69804,16,24,23,0.13,3,0,4,0.174,0,1,8,0,0,2,채현우,24,0.166666667,0.340666667,,
2020,69825,35,90,78,0.192,15,0,21,0.269,1,11,16,0,0,2,김창평,20,0.288888889,0.557888889,,
2020,69992,49,48,40,0.275,11,0,16,0.4,0,7,13,0,0,1,최정원,20,0.382978723,0.782978723,,
2020,70410,7,18,18,0.333,6,1,9,0.5,0,0,2,0,0,2,김주찬,39,0.333333333,0.833333333,0.0,0.0
2020,71184,72,88,77,0.234,18,3,28,0.364,0,6,14,0,0,3,이성우,38,0.289156627,0.653156627,1.0,0.01299
2020,71564,144,611,542,0.292,158,20,245,0.452,11,53,68,9,5,21,이대호,38,0.353518822,0.805518822,19.0,0.03506
2020,71752,67,254,219,0.219,48,2,65,0.297,2,30,42,3,2,8,김태균,38,0.316205534,0.613205534,1.0,0.00457
2020,71837,122,327,289,0.253,73,12,122,0.422,2,27,62,2,4,10,김강민,37,0.322981366,0.744981366,11.0,0.03806
2020,71842,42,92,86,0.163,14,0,20,0.233,1,2,29,0,0,4,정상호,37,0.179775281,0.412775281,1.0,0.01163
2020,72133,97,236,217,0.3,65,2,86,0.396,4,15,34,1,0,7,박용택,41,0.338983051,0.734983051,4.0,0.01843
2020,72443,140,600,522,0.354,185,28,308,0.59,3,70,101,5,5,9,최형우,36,0.433333333,1.023333333,28.0,0.05364
2020,73113,119,391,324,0.281,91,13,147,0.454,7,48,96,2,9,14,박경수,36,0.381443299,0.835443299,14.0,0.04321
2020,73136,79,248,227,0.203,46,8,75,0.33,0,16,69,0,5,4,이성열,35,0.27016129,0.60016129,9.0,0.03965
2020,73209,64,222,204,0.279,57,6,80,0.392,1,12,44,0,1,6,나주환,36,0.321100917,0.713100917,1.0,0.0049
2020,73306,87,142,121,0.207,25,1,36,0.298,2,15,33,0,2,4,지석훈,36,0.3,0.598,1.0,0.00826
2020,73342,20,64,57,0.193,11,0,16,0.281,0,7,21,0,0,1,이택근,40,0.28125,0.56225,0.0,0.0
2020,74163,120,487,419,0.286,120,1,141,0.337,1,59,36,0,6,9,이용규,34,0.381443299,0.718443299,,
2020,74206,120,458,402,0.289,116,2,139,0.346,5,45,45,1,4,17,김재호,35,0.361842105,0.707842105,7.0,0.01741
2020,74215,34,76,73,0.192,14,3,25,0.342,1,2,12,0,0,3,윤석민,34,0.210526316,0.552526316,2.0,0.0274
2020,74339,119,428,386,0.28,108,11,158,0.409,1,40,51,2,0,9,유한준,39,0.346604215,0.755604215,8.0,0.02073
2020,74465,123,448,356,0.306,109,14,166,0.466,4,75,62,2,10,11,박석민,35,0.435955056,0.901955056,11.0,0.0309
2020,74540,119,393,355,0.287,102,19,173,0.487,3,31,54,2,4,17,강민호,34,0.348600509,0.835600509,11.0,0.03099
2020,74729,84,240,214,0.234,50,8,79,0.369,3,18,59,0,5,11,최진행,34,0.304166667,0.673166667,9.0,0.04206
2020,75125,93,383,309,0.223,69,21,139,0.45,8,57,114,2,9,8,박병호,34,0.352480418,0.802480418,19.0,0.06149
2020,75151,76,203,187,0.241,45,1,55,0.294,3,12,38,1,1,7,정의윤,33,0.285714286,0.579714286,0.0,0.0
2020,75334,127,534,471,0.312,147,16,227,0.482,2,61,92,1,0,12,오재일,33,0.389513109,0.871513109,20.0,0.04246
2020,75566,121,467,403,0.268,108,13,164,0.407,12,49,82,1,2,7,이원석,33,0.341201717,0.748201717,4.0,0.00993
2020,75808,72,177,154,0.24,37,1,44,0.286,1,17,23,1,2,4,정근우,37,0.32183908,0.60783908,3.0,0.01948
2020,75847,133,553,452,0.27,122,33,243,0.538,6,75,98,1,20,7,최정,33,0.392405063,0.930405063,26.0,0.05752
2020,76100,53,194,164,0.274,45,9,76,0.463,1,28,55,0,1,5,이병규,36,0.381443299,0.844443299,6.0,0.03659
2020,76232,130,528,461,0.328,151,33,278,0.603,6,46,47,7,14,11,양의지,33,0.400379507,1.003379507,22.0,0.04772
2020,76249,109,342,309,0.233,72,2,90,0.291,2,21,62,1,5,12,민병헌,33,0.290801187,0.581801187,7.0,0.02265
2020,76267,140,574,509,0.306,156,16,241,0.473,10,47,66,5,7,7,최주환,32,0.366492147,0.839492147,16.0,0.03143
2020,76290,142,619,547,0.331,181,22,286,0.523,7,63,53,7,2,9,김현수,32,0.397415186,0.920415186,28.0,0.05119
2020,76313,134,600,541,0.312,169,21,277,0.512,4,47,98,0,5,12,황재균,32,0.370184255,0.882184255,20.0,0.03697
2020,76509,18,52,46,0.217,10,2,17,0.37,0,5,11,0,1,1,김문호,33,0.307692308,0.677692308,0.0,0.0
2020,76753,94,298,277,0.235,65,9,104,0.375,3,14,69,1,3,17,송광민,37,0.276094276,0.651094276,9.0,0.03249
2020,76802,133,392,343,0.271,93,2,110,0.321,3,30,27,0,5,10,김성현,33,0.335958005,0.656958005,0.0,0.0
2020,76812,80,251,222,0.185,41,2,55,0.248,1,19,24,3,6,12,이재원,32,0.266129032,0.514129032,1.0,0.0045
2020,76849,136,540,477,0.306,146,2,176,0.369,4,50,78,0,4,6,이명기,32,0.373831776,0.742831776,2.0,0.00419
2020,77243,52,62,53,0.264,14,0,15,0.283,0,6,15,0,2,2,허도환,35,0.360655738,0.643655738,0.0,0.0
2020,77248,85,174,155,0.232,36,5,60,0.387,2,16,49,0,0,3,오재원,35,0.300578035,0.687578035,6.0,0.03871
2020,77463,71,189,160,0.281,45,7,71,0.444,0,29,33,2,0,4,채태인,37,0.391534392,0.835534392,4.0,0.025
2020,77532,141,611,540,0.352,190,11,266,0.493,7,61,56,4,2,9,손아섭,32,0.414754098,0.907754098,12.0,0.02222
2020,77564,87,333,297,0.266,79,5,114,0.384,4,24,66,2,4,8,김민성,31,0.325227964,0.709227964,7.0,0.02357
2020,78122,80,131,113,0.292,33,1,42,0.372,1,6,14,0,4,3,김태군,30,0.346774194,0.718774194,0.0,0.0
2020,78135,81,323,287,0.296,85,17,157,0.547,2,27,61,1,7,7,이형종,31,0.368421053,0.915421053,12.0,0.04181
2020,78168,135,595,484,0.277,134,5,187,0.386,10,91,58,1,5,8,서건창,30,0.389830508,0.775830508,7.0,0.01446
2020,78217,101,75,70,0.271,19,1,25,0.357,1,3,15,0,0,2,김용의,34,0.297297297,0.654297297,1.0,0.01429
2020,78224,140,614,516,0.266,137,30,255,0.494,6,91,154,3,1,14,김재환,31,0.372964169,0.866964169,43.0,0.08333
